,date,tweet_id,text,username
6380,2022-11-22 17:20:19+00:00,1595104905085288451,"@woed051 @BryanDMcNally @RealJamesWoods Remember the flight logs Ed that were released by the media.  Know who wasn’t on them… trump… know who was, Clinton’s.   I’m sure your shocked….",TAXARB
6381,2022-11-22 17:20:19+00:00,1595104904754102274,"@IkaFerrerGotic We've got trump type demonstrations tomorrow against the highest court in the land , but at least there's no automatic weapons...hopefully.",Stephen34167367
6382,2022-11-22 17:20:19+00:00,1595104903067844609,"@AlonzoJamison2 @Scott4WA8 At one point quite a while back. The government was making huge purchases (?) of ammunition. Didn't this shortage begin even before President Trump? I recall having to watch close for a box of low power 22. Now it's pretty much all unaffordable, compared to 8 or 9 yrs ago anyway.",single98258294
6383,2022-11-22 17:20:18+00:00,1595104901411266560,A Christian petition against Donald Trump's 2024 bid has amassed thousands of signatures #NewsBreak https://t.co/YSPG9BwoiZ,JoeRomo3rd
6384,2022-11-22 17:20:18+00:00,1595104899771015168,"@charmi_martinez @mama_say67 @ScottPresler @RepLizCheney @realDonaldTrump I’d have someone read this instruction issued by Chris Miller, Trump’s lapdog….and continue your search for facts from there, dear…. https://t.co/1Phx03bNgd",generallynice1
6385,2022-11-22 17:20:18+00:00,1595104899762688002,"Trump Media deal partner says shareholders approve delay of merger with Truth Social parent

https://t.co/3Znhe6saYQ",DouglasWalton99
6386,2022-11-22 17:20:17+00:00,1595104896688218113,"@ChrisPh30941557 @TamarHallerman Thank you for explaining.
I am so sick and tired of these elected officials who have fallen in lock-step with the Trump crime syndicate.",nickamin20
6387,2022-11-22 17:20:17+00:00,1595104895086256128,"@jdskylab23 @WildcatsWoody @BuckSexton What am I supposed to be hearing? Conspiracies? It’ll get sorted out in court, and until then, yes - there’s nothing to hear but Q noises.

If you think trump is a big nothing burger, then the coming months are going to be interesting for you. No political immunity, just law.",jeremiahw
6388,2022-11-22 17:20:17+00:00,1595104894700380161,"This a Great Trump Video
 https://t.co/658sEeYqKQ

Enjoy it’s funny",kjmpalermo
6389,2022-11-22 17:20:16+00:00,1595104892464648192,"14th Amendment / Section 3 -  “bars any official who took an oath of office to defend the government, from reelection if they engaged in insurrection against the government or gave aid &amp; comfort to the enemies thereof.”

Q:  Is Candidate Trump barred from re-election in 2024?

A:",nuosce
6390,2022-11-22 17:20:16+00:00,1595104890510274560,"@Morning_Joe @FrankLuntz Agree. My boomer family members still love Trump but believe he has a ceiling DeSantis doesn’t. A cloud of gloom is over the GOP primary due to Trump. He is appreciated, but we all know it will be a circus and the chance Trump damages one of our good candidates severely is high.",ImForHank
6391,2022-11-22 17:20:15+00:00,1595104889486462977,Twitter Reinstates Rep. Marjorie Taylor Greene’s Personal Account After Bringing Back Trump. https://t.co/WzBtRiNCjl,newsofdigital
